,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,526,85587,15,85587,39,3612,10,3612
0,1792,291935,38,291935,56,3532,8,3532
0,826,97576,13,97576,68,3602,11,3602
0,635,100267,15,100267,49,3579,12,3579
0,1149,134308,23,134308,59,3559,15,3559
0,480,56032,16,56032,51,3496,7,3496
0,1729,280674,30,280674,58,3561,11,3561
0,1175,196485,19,196485,56,3621,11,3621
0,1169,200588,20,200588,51,3588,12,3588
0,2196,423909,30,423909,48,3484,15,3484
0,503,105245,13,105245,57,3603,11,3603
0,458,84553,19,84553,40,3518,12,3518
0,771,156054,16,156054,46,3672,10,3672
0,340,55594,7,55594,56,3611,10,3611
0,367,72697,17,72697,49,3609,20,3609
0,227,48170,9,48170,45,3491,13,3491
0,1685,260709,30,260709,60,3563,13,3563
0,1148,115598,18,115598,67,3652,18,3652
0,258,59874,18,59874,45,3535,17,3535
0,329,53750,12,53750,52,3515,17,3515
0,1495,278543,40,278543,51,3623,8,3623
0,1307,208145,14,208145,45,3531,8,3531
0,994,173598,30,173598,51,3573,10,3573
0,542,104299,10,104299,56,3610,8,3610
0,1411,198836,26,198836,41,3579,16,3579
0,477,70940,11,70940,44,3638,11,3638
0,560,100702,15,100702,53,3597,9,3597
0,391,60780,12,60780,59,3600,12,3600
0,916,159361,19,159361,61,3546,13,3546
0,506,83541,18,83541,36,3505,13,3505
0,293,50796,5,50796,53,3587,9,3587
0,671,109709,30,109709,47,3611,16,3611
0,490,90588,7,90588,52,3560,13,3560
0,1620,265357,19,265357,47,3556,18,3556
0,446,75869,11,75869,62,3458,10,3458
0,534,93044,24,93044,48,3544,10,3544
0,575,104531,11,104531,47,3642,6,3642
0,827,109125,25,109125,59,3568,16,3568
0,731,120278,7,120278,42,3511,6,3511
0,852,97891,27,97891,60,3518,16,3518
0,456,71849,11,71849,57,3560,14,3560
0,679,126632,13,126632,43,3526,10,3526
0,1651,205309,30,205309,58,3470,12,3470
0,1468,251804,47,251804,47,3576,8,3576
0,747,73454,8,73454,63,3686,8,3686
0,452,90626,13,90626,59,3546,19,3546
0,628,68850,9,68850,49,3557,14,3557
0,304,58797,19,58797,36,3566,16,3566
0,1819,246462,32,246462,38,3526,10,3526
0,565,97313,13,97313,40,3563,8,3563
0,869,111011,6,111011,50,3620,12,3620
0,345,94948,12,94948,46,3620,10,3620
0,166,43936,9,43936,35,3596,15,3596
0,3318,405581,27,405581,39,3525,4,3525
0,612,88677,11,88677,50,3573,15,3573
0,2188,272492,59,272492,64,3652,12,3652
0,575,124942,8,124942,45,3486,8,3486
0,1407,148900,14,148900,55,3561,12,3561
0,210,49711,5,49711,26,3500,13,3500
0,953,137802,23,137802,38,3592,17,3592
0,1222,271842,36,271842,53,3610,9,3610
0,1071,135094,18,135094,77,3552,16,3552
0,293,45070,7,45070,40,3521,18,3521
0,1037,264922,29,264922,49,3682,15,3682
0,624,91793,17,91793,49,3654,17,3654
0,526,63655,9,63655,51,3584,15,3584
0,4877,864604,82,864604,57,3506,14,3506
0,726,131566,25,131566,60,3566,17,3566
0,441,68425,12,68425,55,3581,9,3581
0,1024,130600,20,130600,62,3566,15,3566
0,381,73331,15,73331,32,3543,7,3543
0,446,78219,9,78219,53,3506,15,3506
0,683,134209,30,134209,38,3688,15,3688
0,447,87777,12,87777,56,3635,14,3635
0,877,114510,25,114510,66,3617,13,3617
0,723,113489,11,113489,57,3561,3,3561
0,605,76245,12,76245,71,3580,15,3580
0,508,59748,16,59748,65,3581,10,3581
0,2008,313211,53,313211,59,3513,18,3513
0,398,75296,10,75296,49,3519,16,3519
0,1253,166215,11,166215,63,3563,13,3563
0,3236,517274,52,517274,44,3590,6,3590
0,302,57006,8,57006,44,3629,10,3629
0,1785,271776,26,271776,52,3646,8,3646
0,1297,192646,20,192646,36,3544,11,3544
0,208,41928,6,41928,29,3510,7,3510
0,2031,272992,37,272992,70,3499,12,3499
0,1260,206989,19,206989,37,3464,8,3464
0,821,118841,16,118841,65,3536,15,3536
0,1181,146383,12,146383,54,3523,12,3523
0,548,85692,12,85692,56,3582,9,3582
0,283,56817,14,56817,54,3516,9,3516
0,1004,157055,11,157055,38,3542,18,3542
0,788,110240,14,110240,54,3560,14,3560
0,339,59129,12,59129,55,3614,19,3614
0,557,86644,8,86644,52,3634,5,3634
0,385,58045,3,58045,60,3621,10,3621
0,1281,248245,29,248245,44,3482,12,3482
0,1110,127590,14,127590,54,3554,16,3554
0,1140,160788,18,160788,52,3568,15,3568
0,485,116568,6,116568,46,3525,13,3525
0,291,48573,5,48573,53,3614,6,3614
0,990,147186,21,147186,62,3536,9,3536
0,563,118930,26,118930,51,3597,17,3597
0,353,58535,8,58535,54,3575,8,3575
0,293,37801,12,37801,57,3550,22,3550
0,1236,128746,10,128746,80,3547,14,3547
0,904,107548,14,107548,65,3462,14,3462
0,309,59207,11,59207,40,3444,11,3444
0,1213,159897,39,159897,58,3561,15,3561
0,1189,200164,10,200164,46,3597,8,3597
0,4840,695603,39,695603,59,3528,10,3528
0,3085,435098,46,435098,56,3613,13,3613
0,744,100444,13,100444,62,3580,11,3580
0,839,119653,14,119653,59,3624,11,3624
0,1600,387025,34,387025,43,3647,15,3647
0,648,102462,5,102462,49,3509,6,3509
