,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,675,118089,11,118089,45,3478,14,3478
0,1003,171195,15,171195,52,3577,10,3577
0,732,118647,19,118647,53,3660,12,3660
0,674,91897,6,91897,54,3549,17,3549
0,614,92230,11,92230,47,3602,13,3602
0,348,40953,4,40953,53,3648,8,3648
0,259,56223,12,56223,47,3469,15,3469
0,1220,186728,29,186728,60,3560,17,3560
0,350,59354,6,59354,48,3439,9,3439
0,1119,247636,51,247636,35,3576,14,3576
0,627,115930,7,115930,64,3568,9,3568
0,1069,139188,53,139188,59,3502,23,3502
0,1022,82453,20,82453,84,3539,20,3539
0,504,121288,9,121288,33,3560,12,3560
0,1366,142341,21,142341,51,3497,17,3497
0,1133,145716,22,145716,54,3588,9,3588
0,309,64809,14,64809,37,3628,15,3628
0,230,45047,7,45047,54,3561,9,3561
0,503,105118,19,105118,43,3462,14,3462
0,958,151556,11,151556,42,3582,17,3582
0,570,151401,20,151401,24,3491,18,3491
0,460,59313,9,59313,58,3559,13,3559
0,865,82356,15,82356,81,3532,11,3532
0,995,127433,15,127433,67,3600,13,3600
0,10865,1695511,159,1695511,59,3507,7,3507
0,791,135118,25,135118,52,3634,11,3634
0,2365,282555,17,282555,53,3570,9,3570
0,311,54537,5,54537,36,3488,8,3488
0,379,57900,6,57900,53,3617,11,3617
0,1037,166023,18,166023,57,3576,7,3576
0,1195,214956,24,214956,47,3607,9,3607
0,589,102499,10,102499,49,3546,8,3546
0,498,128417,12,128417,29,3596,4,3596
0,2115,361289,48,361289,39,3601,15,3601
0,402,80730,11,80730,51,3562,8,3562
0,632,79639,7,79639,56,3552,10,3552
0,611,109293,8,109293,49,3579,12,3579
0,516,102276,11,102276,39,3515,14,3515
0,825,125622,17,125622,42,3612,17,3612
0,1029,134849,16,134849,58,3530,9,3530
0,2707,360157,39,360157,62,3666,13,3666
0,1219,135001,27,135001,63,3595,8,3595
0,572,78947,19,78947,49,3659,13,3659
0,254,31066,3,31066,55,3498,11,3498
0,775,89999,28,89999,57,3583,16,3583
0,480,93207,14,93207,39,3588,9,3588
0,524,85615,16,85615,65,3534,9,3534
0,1358,244002,51,244002,43,3523,17,3523
0,1141,141184,11,141184,59,3529,18,3529
0,481,85587,20,85587,47,3612,10,3612
0,1994,291935,36,291935,48,3532,11,3532
0,492,97576,9,97576,47,3602,14,3602
0,870,100267,14,100267,66,3579,19,3579
0,866,134308,13,134308,51,3559,9,3559
0,407,56032,6,56032,52,3496,7,3496
0,1698,280674,37,280674,70,3561,8,3561
0,1025,196485,35,196485,57,3621,16,3621
0,1314,200588,18,200588,39,3588,12,3588
0,2191,423909,35,423909,58,3484,8,3484
0,693,105245,23,105245,59,3603,16,3603
0,494,84553,11,84553,61,3518,15,3518
0,744,156054,20,156054,42,3672,6,3672
0,294,55594,5,55594,39,3611,7,3611
0,618,72697,5,72697,59,3609,6,3609
0,426,48170,16,48170,58,3491,17,3491
0,2054,260709,28,260709,57,3563,13,3563
0,667,115598,13,115598,50,3652,8,3652
0,398,59874,12,59874,48,3535,18,3535
0,427,53750,19,53750,57,3515,12,3515
0,1571,278543,21,278543,21,3623,14,3623
0,1238,208145,23,208145,54,3531,16,3531
0,1008,173598,10,173598,48,3573,11,3573
0,1023,104299,9,104299,78,3610,10,3610
0,1003,198836,28,198836,33,3579,11,3579
0,488,70940,9,70940,61,3638,11,3638
0,564,100702,19,100702,46,3597,18,3597
0,344,60780,8,60780,42,3600,14,3600
0,1250,159361,12,159361,73,3546,6,3546
0,629,83541,10,83541,62,3505,10,3505
0,375,50796,5,50796,47,3587,8,3587
0,817,109709,10,109709,73,3611,11,3611
0,621,90588,11,90588,42,3560,19,3560
0,1979,265357,45,265357,53,3556,9,3556
0,397,75869,7,75869,40,3458,14,3458
0,626,93044,18,93044,53,3544,15,3544
0,641,104531,25,104531,59,3642,16,3642
0,863,109125,11,109125,66,3568,12,3568
0,1150,120278,29,120278,71,3511,21,3511
0,541,97891,16,97891,38,3518,10,3518
0,408,71849,5,71849,53,3560,7,3560
0,535,126632,22,126632,39,3526,13,3526
0,1609,205309,19,205309,49,3470,7,3470
0,1067,251804,35,251804,42,3576,14,3576
0,648,73454,8,73454,43,3686,12,3686
0,695,90626,8,90626,51,3546,13,3546
0,733,68850,17,68850,88,3557,12,3557
0,412,58797,8,58797,60,3566,14,3566
0,1144,246462,20,246462,46,3526,13,3526
0,558,97313,10,97313,49,3563,12,3563
0,595,111011,10,111011,69,3620,8,3620
0,376,94948,10,94948,31,3620,11,3620
0,180,43936,9,43936,52,3596,17,3596
0,2156,405581,37,405581,47,3525,8,3525
0,605,88677,35,88677,55,3573,9,3573
0,1652,272492,30,272492,58,3652,16,3652
0,670,124942,11,124942,33,3486,8,3486
0,1236,148900,20,148900,70,3561,11,3561
0,277,49711,10,49711,49,3500,15,3500
0,929,137802,23,137802,45,3592,18,3592
0,1304,271842,34,271842,59,3610,11,3610
0,941,135094,14,135094,54,3552,8,3552
0,339,45070,4,45070,68,3521,11,3521
0,921,264922,22,264922,39,3682,13,3682
0,617,91793,14,91793,66,3654,10,3654
0,513,63655,13,63655,63,3584,20,3584
0,5002,864604,155,864604,55,3506,17,3506
0,811,131566,7,131566,62,3566,10,3566
0,431,68425,10,68425,54,3581,9,3581
0,733,130600,14,130600,47,3566,15,3566
0,373,73331,3,73331,35,3543,3,3543
0,406,78219,7,78219,38,3506,10,3506
0,933,134209,21,134209,40,3688,16,3688
0,631,87777,19,87777,67,3635,16,3635
0,680,114510,10,114510,44,3617,19,3617
0,574,113489,18,113489,46,3561,11,3561
0,490,76245,10,76245,63,3580,8,3580
0,490,59748,3,59748,64,3581,12,3581
0,1360,313211,47,313211,43,3513,18,3513
0,572,75296,8,75296,60,3519,17,3519
0,938,166215,20,166215,49,3563,12,3563
0,3385,517274,52,517274,61,3590,7,3590
0,387,57006,6,57006,64,3629,8,3629
0,1611,271776,111,271776,57,3646,12,3646
0,1363,192646,28,192646,47,3544,9,3544
0,287,41928,6,41928,56,3510,10,3510
0,2078,272992,43,272992,56,3499,13,3499
0,1543,206989,30,206989,53,3464,8,3464
0,852,118841,17,118841,55,3536,15,3536
0,889,146383,17,146383,38,3523,10,3523
0,551,85692,10,85692,54,3582,10,3582
0,340,56817,6,56817,52,3516,10,3516
0,1126,157055,6,157055,48,3542,9,3542
0,859,110240,10,110240,73,3560,9,3560
0,385,59129,6,59129,46,3614,13,3614
0,428,86644,14,86644,33,3634,15,3634
0,417,58045,10,58045,54,3621,11,3621
0,1643,248245,53,248245,53,3482,18,3482
0,566,127590,20,127590,33,3554,11,3554
0,1000,160788,21,160788,42,3568,10,3568
0,647,116568,29,116568,43,3525,13,3525
0,256,48573,13,48573,37,3614,9,3614
0,627,147186,18,147186,29,3536,7,3536
0,723,118930,14,118930,50,3597,16,3597
0,371,58535,6,58535,36,3575,8,3575
0,205,37801,4,37801,43,3550,11,3550
0,1036,128746,16,128746,64,3547,7,3547
0,607,107548,11,107548,33,3462,10,3462
0,308,59207,11,59207,32,3444,11,3444
0,1221,159897,26,159897,69,3561,14,3561
0,979,200164,35,200164,40,3597,15,3597
0,5391,695603,97,695603,54,3528,16,3528
0,1832,435098,53,435098,54,3613,13,3613
0,550,100444,8,100444,43,3580,10,3580
0,818,119653,37,119653,54,3624,17,3624
0,2884,387025,29,387025,56,3647,13,3647
0,526,102462,15,102462,39,3509,11,3509
