,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,344,64809,5,64809,49,3628,9,3628
0,200,45047,10,45047,47,3561,12,3561
0,668,105118,18,105118,57,3462,14,3462
0,743,151556,20,151556,31,3582,13,3582
0,1082,151401,22,151401,50,3491,12,3491
0,483,59313,11,59313,59,3559,15,3559
0,762,82356,10,82356,75,3532,15,3532
0,1039,127433,22,127433,43,3600,13,3600
0,9661,1695511,260,1695511,45,3507,14,3507
0,615,135118,18,135118,37,3634,10,3634
0,1663,282555,30,282555,54,3570,15,3570
0,403,54537,10,54537,61,3488,11,3488
0,363,57900,16,57900,49,3617,17,3617
0,950,166023,7,166023,49,3576,13,3576
0,1193,214956,12,214956,48,3607,8,3607
0,549,102499,10,102499,39,3546,8,3546
0,981,128417,15,128417,54,3596,11,3596
0,1271,361289,21,361289,40,3601,7,3601
0,626,80730,8,80730,71,3562,11,3562
0,471,79639,10,79639,33,3552,11,3552
0,777,109293,26,109293,69,3579,14,3579
0,734,102276,12,102276,67,3515,15,3515
0,400,125622,15,125622,23,3612,11,3612
0,790,134849,15,134849,45,3530,8,3530
0,2683,360157,39,360157,68,3666,10,3666
0,875,135001,9,135001,62,3595,13,3595
0,474,78947,23,78947,52,3659,15,3659
0,166,31066,8,31066,35,3498,13,3498
0,673,89999,16,89999,46,3583,9,3583
0,690,93207,10,93207,53,3588,19,3588
0,593,85615,13,85615,51,3534,8,3534
0,2185,244002,21,244002,51,3523,9,3523
0,1300,141184,18,141184,80,3529,9,3529
0,544,85587,17,85587,51,3612,19,3612
0,2077,291935,67,291935,56,3532,8,3532
0,720,97576,13,97576,67,3602,13,3602
0,884,100267,13,100267,57,3579,11,3579
0,514,134308,22,134308,37,3559,9,3559
0,368,56032,5,56032,47,3496,12,3496
0,1841,280674,33,280674,54,3561,10,3561
0,1260,196485,16,196485,45,3621,11,3621
0,1367,200588,31,200588,50,3588,9,3588
0,1956,423909,38,423909,44,3484,13,3484
0,629,105245,26,105245,52,3603,17,3603
0,448,84553,11,84553,54,3518,8,3518
0,968,156054,21,156054,48,3672,12,3672
0,394,55594,9,55594,64,3611,17,3611
0,509,72697,20,72697,62,3609,15,3609
0,313,48170,6,48170,39,3491,11,3491
0,853,260709,32,260709,34,3563,10,3563
0,610,115598,12,115598,36,3652,14,3652
0,466,59874,22,59874,52,3535,14,3535
0,365,53750,9,53750,61,3515,7,3515
0,2383,278543,19,278543,68,3623,8,3623
0,779,208145,15,208145,34,3531,5,3531
0,924,173598,15,173598,48,3573,4,3573
0,616,104299,8,104299,44,3610,14,3610
0,1240,198836,29,198836,55,3579,10,3579
0,645,70940,6,70940,53,3638,10,3638
0,835,100702,16,100702,67,3597,15,3597
0,388,60780,14,60780,46,3600,20,3600
0,871,159361,30,159361,31,3546,15,3546
0,562,83541,18,83541,58,3505,17,3505
0,269,50796,8,50796,42,3587,14,3587
0,682,109709,14,109709,46,3611,15,3611
0,552,90588,10,90588,45,3560,15,3560
0,1806,265357,26,265357,63,3556,13,3556
0,270,75869,10,75869,32,3458,6,3458
0,498,93044,17,93044,53,3544,13,3544
0,652,104531,15,104531,57,3642,10,3642
0,822,109125,12,109125,65,3568,11,3568
0,712,120278,10,120278,44,3511,14,3511
0,678,97891,5,97891,63,3518,7,3518
0,411,71849,10,71849,34,3560,11,3560
0,957,126632,10,126632,81,3526,10,3526
0,2155,205309,26,205309,57,3470,13,3470
0,1634,251804,23,251804,49,3576,12,3576
0,686,73454,6,73454,83,3686,10,3686
0,512,90626,14,90626,44,3546,9,3546
0,441,68850,10,68850,51,3557,16,3557
0,424,58797,5,58797,42,3566,11,3566
0,1877,246462,24,246462,49,3526,12,3526
0,728,97313,5,97313,61,3563,9,3563
0,837,111011,17,111011,74,3620,7,3620
0,548,94948,7,94948,63,3620,7,3620
0,174,43936,10,43936,43,3596,16,3596
0,3487,405581,37,405581,56,3525,10,3525
0,925,88677,9,88677,62,3573,10,3573
0,1003,272492,20,272492,33,3652,12,3652
0,1004,124942,9,124942,62,3486,13,3486
0,875,148900,16,148900,52,3561,5,3561
0,192,49711,12,49711,31,3500,12,3500
0,1106,137802,19,137802,74,3592,15,3592
0,1931,271842,50,271842,62,3610,8,3610
0,838,135094,13,135094,43,3552,8,3552
0,269,45070,14,45070,41,3521,19,3521
0,1339,264922,36,264922,40,3682,16,3682
0,671,91793,6,91793,65,3654,9,3654
0,346,63655,7,63655,52,3584,12,3584
0,5704,864604,143,864604,67,3506,12,3506
0,914,131566,15,131566,50,3566,16,3566
0,461,68425,8,68425,67,3581,12,3581
0,825,130600,9,130600,50,3566,9,3566
0,358,73331,17,73331,47,3543,16,3543
0,538,78219,12,78219,39,3506,13,3506
0,996,134209,34,134209,63,3688,17,3688
0,749,87777,10,87777,69,3635,13,3635
0,898,114510,5,114510,61,3617,11,3617
0,416,113489,12,113489,57,3561,7,3561
0,403,76245,18,76245,56,3580,8,3580
0,243,59748,3,59748,37,3581,11,3581
0,2064,313211,61,313211,51,3513,15,3513
0,290,75296,5,75296,39,3519,6,3519
0,1249,166215,9,166215,73,3563,2,3563
0,2991,517274,16,517274,52,3590,9,3590
0,440,57006,9,57006,68,3629,16,3629
0,2580,271776,22,271776,76,3646,14,3646
0,1182,192646,12,192646,46,3544,14,3544
0,164,41928,6,41928,24,3510,6,3510
0,1978,272992,25,272992,54,3499,15,3499
0,1506,206989,19,206989,51,3464,12,3464
0,465,118841,14,118841,36,3536,13,3536
0,1137,146383,25,146383,46,3523,6,3523
0,396,85692,11,85692,31,3582,8,3582
0,274,56817,6,56817,32,3516,12,3516
0,1089,157055,23,157055,43,3542,12,3542
0,570,110240,20,110240,59,3560,12,3560
0,351,59129,3,59129,44,3614,8,3614
0,461,86644,9,86644,43,3634,15,3634
0,407,58045,12,58045,77,3621,15,3621
0,2227,248245,16,248245,81,3482,10,3482
0,921,127590,26,127590,40,3554,13,3554
0,1057,160788,16,160788,50,3568,12,3568
0,605,116568,25,116568,66,3525,13,3525
0,326,48573,9,48573,51,3614,14,3614
0,1770,147186,18,147186,76,3536,16,3536
0,482,118930,23,118930,41,3597,11,3597
0,373,58535,5,58535,43,3575,14,3575
0,210,37801,17,37801,55,3550,8,3550
0,658,128746,6,128746,45,3547,6,3547
0,701,107548,19,107548,58,3462,11,3462
0,425,59207,7,59207,50,3444,6,3444
0,1283,159897,19,159897,45,3561,14,3561
0,1442,200164,25,200164,63,3597,13,3597
0,3968,695603,107,695603,48,3528,7,3528
0,2731,435098,48,435098,57,3613,11,3613
0,624,100444,12,100444,42,3580,13,3580
0,698,119653,28,119653,46,3624,18,3624
0,4008,387025,59,387025,65,3647,14,3647
0,639,102462,11,102462,44,3509,11,3509
