,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,665,93457,7,93457,57,3550,8,3550
0,677,112387,23,112387,48,3495,14,3495
0,1089,215227,41,215227,43,3553,7,3553
0,298,42354,6,42354,63,3724,7,3724
0,550,92353,21,92353,45,3634,18,3634
0,433,64503,5,64503,53,3601,9,3601
0,509,90778,5,90778,37,3582,11,3582
0,1929,270097,59,270097,65,3577,15,3577
0,595,82779,14,82779,63,3508,12,3508
0,466,71944,9,71944,58,3595,13,3595
0,806,129827,25,129827,51,3563,25,3563
0,572,110960,11,110960,56,3529,19,3529
0,928,150096,16,150096,42,3577,7,3577
0,958,162819,26,162819,47,3573,19,3573
0,1980,260570,52,260570,60,3425,13,3425
0,226,49357,12,49357,38,3473,14,3473
0,801,180210,11,180210,54,3597,14,3597
0,560,59381,9,59381,71,3551,12,3551
0,237,31747,2,31747,60,3420,18,3420
0,254,47861,12,47861,44,3518,16,3518
0,910,162468,18,162468,44,3643,12,3643
0,293,55326,11,55326,38,3555,10,3555
0,1061,176785,27,176785,45,3602,13,3602
0,912,118066,23,118066,55,3570,17,3570
0,753,130398,19,130398,53,3557,6,3557
0,464,118089,15,118089,31,3478,4,3478
0,845,171195,16,171195,31,3577,15,3577
0,830,118647,26,118647,49,3660,18,3660
0,485,91897,25,91897,51,3549,14,3549
0,742,92230,9,92230,67,3602,9,3602
0,277,40953,7,40953,55,3648,8,3648
0,353,56223,19,56223,41,3469,22,3469
0,1136,186728,22,186728,49,3560,17,3560
0,396,59354,5,59354,51,3439,13,3439
0,1698,247636,21,247636,66,3576,19,3576
0,811,115930,10,115930,64,3568,9,3568
0,788,139188,21,139188,45,3502,17,3502
0,723,82453,11,82453,57,3539,7,3539
0,621,121288,25,121288,40,3560,11,3560
0,1229,142341,8,142341,56,3497,6,3497
0,876,145716,16,145716,49,3588,15,3588
0,431,64809,12,64809,60,3628,13,3628
0,221,45047,10,45047,38,3561,11,3561
0,901,105118,28,105118,53,3462,22,3462
0,1161,151556,33,151556,71,3582,12,3582
0,1208,151401,21,151401,52,3491,12,3491
0,312,59313,10,59313,39,3559,17,3559
0,683,82356,18,82356,69,3532,17,3532
0,765,127433,33,127433,49,3600,12,3600
0,10928,1695511,124,1695511,56,3507,13,3507
0,719,135118,11,135118,47,3634,10,3634
0,2002,282555,20,282555,55,3570,14,3570
0,528,54537,11,54537,46,3488,12,3488
0,494,57900,9,57900,78,3617,14,3617
0,970,166023,25,166023,53,3576,19,3576
0,1411,214956,31,214956,51,3607,13,3607
0,830,102499,14,102499,56,3546,10,3546
0,878,128417,11,128417,52,3596,9,3596
0,2592,361289,31,361289,74,3601,15,3601
0,607,80730,13,80730,78,3562,10,3562
0,299,79639,7,79639,31,3552,12,3552
0,467,109293,5,109293,42,3579,9,3579
0,522,102276,15,102276,33,3515,13,3515
0,1007,125622,13,125622,58,3612,10,3612
0,862,134849,7,134849,43,3530,12,3530
0,3343,360157,63,360157,67,3666,5,3666
0,937,135001,16,135001,60,3595,16,3595
0,526,78947,5,78947,62,3659,13,3659
0,240,31066,9,31066,70,3498,17,3498
0,547,89999,21,89999,41,3583,16,3583
0,509,93207,13,93207,51,3588,11,3588
0,540,85615,3,85615,58,3534,7,3534
0,1698,244002,7,244002,59,3523,8,3523
0,852,141184,34,141184,48,3529,11,3529
0,420,85587,15,85587,38,3612,18,3612
0,1849,291935,37,291935,48,3532,18,3532
0,453,97576,7,97576,35,3602,13,3602
0,422,100267,6,100267,46,3579,8,3579
0,506,134308,18,134308,30,3559,9,3559
0,294,56032,14,56032,37,3496,19,3496
0,1867,280674,19,280674,65,3561,10,3561
0,977,196485,35,196485,39,3621,18,3621
0,1504,200588,25,200588,58,3588,15,3588
0,2605,423909,50,423909,50,3484,9,3484
0,621,105245,8,105245,52,3603,7,3603
0,499,84553,9,84553,40,3518,11,3518
0,1033,156054,25,156054,46,3672,14,3672
0,405,55594,9,55594,62,3611,10,3611
0,527,72697,5,72697,76,3609,12,3609
0,279,48170,9,48170,34,3491,14,3491
0,1572,260709,36,260709,44,3563,18,3563
0,518,115598,9,115598,39,3652,7,3652
0,378,59874,10,59874,50,3535,14,3535
0,253,53750,6,53750,55,3515,12,3515
0,1674,278543,25,278543,38,3623,10,3623
0,1120,208145,20,208145,59,3531,9,3531
0,1233,173598,13,173598,53,3573,11,3573
0,674,104299,11,104299,58,3610,6,3610
0,1278,198836,26,198836,50,3579,14,3579
0,626,70940,11,70940,72,3638,6,3638
0,966,100702,10,100702,55,3597,11,3597
0,389,60780,13,60780,62,3600,13,3600
0,1627,159361,18,159361,64,3546,22,3546
0,613,83541,10,83541,67,3505,7,3505
0,280,50796,7,50796,37,3587,15,3587
0,705,109709,25,109709,63,3611,12,3611
0,648,90588,11,90588,63,3560,10,3560
0,1802,265357,19,265357,68,3556,14,3556
0,489,75869,11,75869,48,3458,15,3458
0,420,93044,9,93044,38,3544,11,3544
0,903,104531,20,104531,54,3642,15,3642
0,705,109125,18,109125,46,3568,17,3568
0,602,120278,17,120278,33,3511,15,3511
0,772,97891,20,97891,53,3518,13,3518
0,197,71849,3,71849,25,3560,7,3560
0,783,126632,15,126632,50,3526,13,3526
0,1283,205309,31,205309,47,3470,9,3470
0,2294,251804,36,251804,69,3576,21,3576
0,695,73454,15,73454,67,3686,11,3686
0,459,90626,18,90626,45,3546,15,3546
0,473,68850,14,68850,69,3557,24,3557
0,459,58797,11,58797,64,3566,14,3566
0,1218,246462,27,246462,51,3526,9,3526
0,633,97313,13,97313,38,3563,12,3563
0,641,111011,9,111011,49,3620,12,3620
0,602,94948,18,94948,50,3620,6,3620
0,222,43936,6,43936,42,3596,9,3596
0,3089,405581,41,405581,66,3525,12,3525
0,559,88677,10,88677,46,3573,7,3573
0,1314,272492,18,272492,38,3652,14,3652
0,941,124942,15,124942,46,3486,11,3486
0,849,148900,17,148900,45,3561,8,3561
0,298,49711,5,49711,61,3500,10,3500
0,1046,137802,14,137802,64,3592,5,3592
0,1682,271842,17,271842,45,3610,13,3610
0,704,135094,10,135094,37,3552,14,3552
0,315,45070,3,45070,45,3521,4,3521
0,1062,264922,31,264922,36,3682,10,3682
0,647,91793,23,91793,41,3654,18,3654
0,450,63655,7,63655,54,3584,9,3584
0,5110,864604,107,864604,39,3506,12,3506
0,1313,131566,9,131566,69,3566,9,3566
0,414,68425,11,68425,46,3581,11,3581
0,834,130600,12,130600,67,3566,8,3566
0,401,73331,8,73331,50,3543,6,3543
0,573,78219,7,78219,61,3506,8,3506
0,866,134209,18,134209,44,3688,10,3688
0,585,87777,13,87777,57,3635,19,3635
0,634,114510,17,114510,64,3617,12,3617
0,999,113489,8,113489,64,3561,13,3561
0,590,76245,9,76245,65,3580,14,3580
0,302,59748,8,59748,41,3581,16,3581
0,1645,313211,31,313211,39,3513,13,3513
0,619,75296,18,75296,66,3519,7,3519
0,1048,166215,9,166215,59,3563,17,3563
0,2838,517274,70,517274,43,3590,14,3590
0,327,57006,5,57006,45,3629,9,3629
0,1435,271776,29,271776,44,3646,9,3646
0,1695,192646,21,192646,63,3544,9,3544
0,341,41928,8,41928,58,3510,13,3510
0,1654,272992,41,272992,46,3499,11,3499
0,1117,206989,18,206989,43,3464,6,3464
0,745,118841,36,118841,37,3536,19,3536
0,866,146383,27,146383,43,3523,11,3523
0,448,85692,11,85692,45,3582,9,3582
0,432,56817,12,56817,57,3516,13,3516
0,854,157055,14,157055,37,3542,10,3542
0,683,110240,16,110240,34,3560,16,3560
0,385,59129,14,59129,71,3614,10,3614
0,476,86644,12,86644,62,3634,17,3634
0,407,58045,22,58045,55,3621,17,3621
0,949,248245,16,248245,45,3482,14,3482
0,1098,127590,26,127590,45,3554,10,3554
0,1101,160788,14,160788,52,3568,5,3568
0,888,116568,13,116568,54,3525,14,3525
0,258,48573,7,48573,45,3614,9,3614
0,1143,147186,19,147186,58,3536,18,3536
0,883,118930,14,118930,45,3597,19,3597
0,399,58535,14,58535,52,3575,12,3575
0,234,37801,10,37801,53,3550,8,3550
0,951,128746,6,128746,50,3547,9,3547
0,569,107548,15,107548,47,3462,9,3462
0,270,59207,7,59207,32,3444,6,3444
0,915,159897,13,159897,51,3561,7,3561
0,1474,200164,35,200164,51,3597,15,3597
0,4703,695603,95,695603,59,3528,15,3528
0,2812,435098,26,435098,52,3613,13,3613
0,438,100444,8,100444,41,3580,13,3580
0,506,119653,17,119653,38,3624,13,3624
0,1877,387025,27,387025,32,3647,7,3647
0,715,102462,30,102462,57,3509,18,3509
