,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,1453,151556,15,151556,69,3582,11,3582
0,704,151401,36,151401,39,3491,13,3491
0,26,59313,5,59313,2,3559,14,3559
0,653,82356,16,82356,65,3532,9,3532
0,1013,127433,15,127433,65,3600,9,3600
0,8648,1695511,126,1695511,59,3507,14,3507
0,584,135118,16,135118,37,3634,15,3634
0,2339,282555,51,282555,38,3570,11,3570
0,464,54537,8,54537,50,3488,10,3488
0,390,57900,5,57900,52,3617,15,3617
0,785,166023,13,166023,44,3576,10,3576
0,1138,214956,47,214956,40,3607,11,3607
0,759,102499,11,102499,39,3546,21,3546
0,908,128417,24,128417,60,3596,26,3596
0,2234,361289,52,361289,58,3601,22,3601
0,477,80730,5,80730,41,3562,6,3562
0,569,79639,25,79639,57,3552,25,3552
0,714,109293,14,109293,65,3579,11,3579
0,669,102276,23,102276,41,3515,17,3515
0,571,125622,10,125622,34,3612,11,3612
0,30,134849,18,134849,5,3530,15,3530
0,77,360157,24,360157,5,3666,9,3666
0,1011,135001,19,135001,43,3595,10,3595
0,474,78947,12,78947,54,3659,7,3659
0,167,31066,8,31066,62,3498,17,3498
0,598,89999,17,89999,48,3583,15,3583
0,741,93207,14,93207,54,3588,18,3588
0,35,85615,13,85615,5,3534,6,3534
0,1965,244002,25,244002,43,3523,12,3523
0,971,141184,20,141184,51,3529,9,3529
0,769,85587,6,85587,72,3612,9,3612
0,2177,291935,14,291935,57,3532,15,3532
0,633,97576,9,97576,63,3602,10,3602
0,516,100267,10,100267,48,3579,5,3579
0,948,134308,20,134308,56,3559,15,3559
0,23,56032,13,56032,6,3496,15,3496
0,1555,280674,17,280674,38,3561,12,3561
0,1152,196485,18,196485,43,3621,16,3621
0,1267,200588,15,200588,46,3588,5,3588
0,2933,423909,47,423909,53,3484,13,3484
0,664,105245,11,105245,54,3603,12,3603
0,313,84553,6,84553,37,3518,4,3518
0,766,156054,15,156054,48,3672,13,3672
0,353,55594,3,55594,44,3611,10,3611
0,481,72697,25,72697,52,3609,15,3609
0,243,48170,10,48170,42,3491,12,3491
0,1836,260709,37,260709,58,3563,10,3563
0,836,115598,11,115598,62,3652,14,3652
0,273,59874,7,59874,37,3535,12,3535
0,390,53750,9,53750,51,3515,7,3515
0,1862,278543,40,278543,71,3623,9,3623
0,63,208145,34,208145,3,3531,15,3531
0,1163,173598,14,173598,54,3573,12,3573
0,781,104299,10,104299,65,3610,9,3610
0,1370,198836,21,198836,48,3579,12,3579
0,479,70940,5,70940,57,3638,10,3638
0,626,100702,16,100702,50,3597,9,3597
0,320,60780,2,60780,36,3600,7,3600
0,1067,159361,10,159361,52,3546,12,3546
0,491,83541,3,83541,48,3505,6,3505
0,341,50796,4,50796,79,3587,11,3587
0,730,109709,23,109709,53,3611,18,3611
0,416,90588,20,90588,32,3560,14,3560
0,90,265357,35,265357,4,3556,7,3556
0,632,75869,13,75869,51,3458,18,3458
0,405,93044,12,93044,39,3544,13,3544
0,33,104531,12,104531,6,3642,11,3642
0,728,109125,34,109125,43,3568,10,3568
0,712,120278,7,120278,51,3511,7,3511
0,456,97891,9,97891,36,3518,10,3518
0,476,71849,12,71849,53,3560,13,3560
0,887,126632,31,126632,53,3526,10,3526
0,111,205309,22,205309,3,3470,15,3470
0,1529,251804,32,251804,46,3576,11,3576
0,604,73454,10,73454,63,3686,10,3686
0,529,90626,17,90626,45,3546,12,3546
0,16,68850,4,68850,2,3557,10,3557
0,322,58797,8,58797,49,3566,3,3566
0,1072,246462,18,246462,35,3526,12,3526
0,558,97313,14,97313,48,3563,13,3563
0,630,111011,20,111011,70,3620,14,3620
0,668,94948,6,94948,53,3620,11,3620
0,258,43936,15,43936,53,3596,19,3596
0,3055,405581,48,405581,52,3525,9,3525
0,492,88677,8,88677,49,3573,13,3573
0,1240,272492,21,272492,39,3652,12,3652
0,682,124942,19,124942,47,3486,14,3486
0,983,148900,14,148900,54,3561,11,3561
0,320,49711,10,49711,58,3500,13,3500
0,1073,137802,18,137802,70,3592,7,3592
0,1413,271842,58,271842,52,3610,10,3610
0,854,135094,22,135094,49,3552,11,3552
0,259,45070,5,45070,47,3521,8,3521
0,1333,264922,28,264922,47,3682,13,3682
0,539,91793,8,91793,53,3654,9,3654
0,407,63655,10,63655,44,3584,9,3584
0,6387,864604,66,864604,58,3506,11,3506
0,1071,131566,7,131566,57,3566,12,3566
0,447,68425,15,68425,49,3581,19,3581
0,914,130600,14,130600,50,3566,18,3566
0,495,73331,9,73331,52,3543,11,3543
0,412,78219,27,78219,50,3506,18,3506
0,864,134209,26,134209,55,3688,10,3688
0,665,87777,13,87777,70,3635,16,3635
0,67,114510,16,114510,4,3617,22,3617
0,729,113489,10,113489,47,3561,12,3561
0,437,76245,8,76245,44,3580,12,3580
0,397,59748,8,59748,57,3581,7,3581
0,1916,313211,27,313211,47,3513,12,3513
0,491,75296,10,75296,64,3519,8,3519
0,860,166215,7,166215,38,3563,9,3563
0,280,517274,22,517274,4,3590,17,3590
0,449,57006,7,57006,66,3629,17,3629
0,1951,271776,18,271776,65,3646,9,3646
0,1055,192646,14,192646,43,3544,10,3544
0,329,41928,10,41928,61,3510,9,3510
0,1175,272992,9,272992,36,3499,9,3499
0,1317,206989,13,206989,38,3464,5,3464
0,857,118841,11,118841,61,3536,13,3536
0,831,146383,25,146383,60,3523,12,3523
0,583,85692,17,85692,44,3582,10,3582
0,277,56817,10,56817,40,3516,16,3516
0,58,157055,29,157055,9,3542,15,3542
0,923,110240,24,110240,57,3560,19,3560
0,335,59129,9,59129,45,3614,15,3614
0,465,86644,7,86644,67,3634,8,3634
0,406,58045,18,58045,62,3621,15,3621
0,1103,248245,20,248245,35,3482,18,3482
0,832,127590,23,127590,60,3554,16,3554
0,1072,160788,45,160788,49,3568,19,3568
0,816,116568,18,116568,75,3525,17,3525
0,359,48573,10,48573,70,3614,9,3614
0,878,147186,13,147186,53,3536,14,3536
0,628,118930,11,118930,51,3597,15,3597
0,261,58535,9,58535,49,3575,9,3575
0,288,37801,6,37801,54,3550,7,3550
0,807,128746,23,128746,57,3547,11,3547
0,751,107548,22,107548,51,3462,22,3462
0,305,59207,15,59207,41,3444,18,3444
0,1666,159897,12,159897,69,3561,16,3561
0,1173,200164,25,200164,49,3597,11,3597
0,4878,695603,73,695603,53,3528,12,3528
0,2861,435098,40,435098,56,3613,10,3613
0,881,100444,8,100444,80,3580,8,3580
0,940,119653,17,119653,60,3624,14,3624
0,2256,387025,42,387025,48,3647,15,3647
0,558,102462,12,102462,49,3509,14,3509
